week,project_contract_address,symbol,fee_tier,tvl_usd
2024-09-02,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,73087659.85714285
2024-09-02,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,381355.71428571426
2024-09-02,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,24184716.714285713
2024-09-02,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,146406995.0
2024-09-02,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,63246993.428571425
2024-09-02,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,8400727.57142857
2024-09-02,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,15101088.523809524
2024-09-02,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,1666222.4285714286
2024-09-09,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1645994.5714285714
2024-09-09,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,16222404.42857143
2024-09-09,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,10320872.142857144
2024-09-09,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,75252500.0
2024-09-09,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,380091.21428571426
2024-09-09,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,24519722.0
2024-09-09,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,149160350.2857143
2024-09-09,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,62307107.428571425
2024-09-09,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,10851672.42857143
2024-09-09,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,15320263.19047619
2024-09-09,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,4406943.857142857
2024-09-16,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1672525.2857142857
2024-09-16,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,16404269.57142857
2024-09-16,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,10476345.0
2024-09-16,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,76698576.71428572
2024-09-16,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,386840.64285714284
2024-09-16,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,25146808.85714286
2024-09-16,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,145543422.57142857
2024-09-16,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,61670244.71428572
2024-09-16,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,11271672.57142857
2024-09-16,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,14114792.38095238
2024-09-16,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,9932981.0
2024-09-23,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1743573.142857143
2024-09-23,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,18181688.285714287
2024-09-23,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,10897685.714285715
2024-09-23,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,80995292.57142857
2024-09-23,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,406167.85714285716
2024-09-23,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,26086661.57142857
2024-09-23,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,154795644.57142857
2024-09-23,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,65258721.571428575
2024-09-23,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,11601335.0
2024-09-23,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,14682608.523809524
2024-09-23,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,10259659.285714285
2024-09-30,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1673077.5714285714
2024-09-30,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,18023267.714285713
2024-09-30,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,10438457.0
2024-09-30,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,78428342.57142857
2024-09-30,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,386431.14285714284
2024-09-30,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,24928407.85714286
2024-09-30,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,148074423.0
2024-09-30,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,64748057.0
2024-09-30,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,10465239.142857144
2024-09-30,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13924303.666666666
2024-09-30,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,8490854.285714285
2024-10-07,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1669009.7142857143
2024-10-07,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,17977054.42857143
2024-10-07,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,10422604.714285715
2024-10-07,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,73233412.57142857
2024-10-07,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,390705.9285714286
2024-10-07,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,24904337.714285713
2024-10-07,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,146596698.85714287
2024-10-07,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,60483794.0
2024-10-07,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,10283624.142857144
2024-10-07,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13891118.42857143
2024-10-07,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,5449434.142857143
2024-10-14,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1742454.142857143
2024-10-14,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,19172894.0
2024-10-14,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,10875514.0
2024-10-14,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,81230732.28571428
2024-10-14,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,412756.71428571426
2024-10-14,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,26238850.85714286
2024-10-14,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,152787698.0
2024-10-14,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,64993770.85714286
2024-10-14,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,9749908.142857144
2024-10-14,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,14288922.476190476
2024-10-14,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,5205540.285714285
2024-10-21,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1709598.2857142857
2024-10-21,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,20842844.0
2024-10-21,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,10667726.42857143
2024-10-21,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,74912926.71428572
2024-10-21,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,403298.0714285714
2024-10-21,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,25529315.85714286
2024-10-21,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,150605996.85714287
2024-10-21,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,66111396.28571428
2024-10-21,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,12548317.0
2024-10-21,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13728468.476190476
2024-10-21,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,6302380.0
2024-10-28,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1713757.857142857
2024-10-28,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,23202386.57142857
2024-10-28,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,10683332.57142857
2024-10-28,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,76993047.14285715
2024-10-28,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,404367.85714285716
2024-10-28,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,25731333.42857143
2024-10-28,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,153220854.0
2024-10-28,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,66763730.571428575
2024-10-28,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,12311704.0
2024-10-28,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13619474.238095239
2024-10-28,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,4978776.857142857
2024-11-04,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1802648.2857142857
2024-11-04,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,29738666.714285713
2024-11-04,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,11221900.714285715
2024-11-04,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,109125291.57142857
2024-11-04,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,428788.5714285714
2024-11-04,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,26098880.714285713
2024-11-04,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,156278046.42857143
2024-11-04,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,80141519.0
2024-11-04,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,10041889.857142856
2024-11-04,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,12605653.57142857
2024-11-04,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,5249824.142857143
2024-11-11,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1907301.4285714286
2024-11-11,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,39823596.571428575
2024-11-11,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,11900404.0
2024-11-11,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,123244230.57142857
2024-11-11,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,459532.28571428574
2024-11-11,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,13691302.42857143
2024-11-11,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,164902823.57142857
2024-11-11,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,78645802.85714285
2024-11-11,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,4701216.0
2024-11-11,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13664289.523809524
2024-11-11,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,3334384.5714285714
2024-11-18,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1910230.142857143
2024-11-18,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,38267293.428571425
2024-11-18,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12054785.285714285
2024-11-18,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,122728937.71428572
2024-11-18,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,469986.9285714286
2024-11-18,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,11332192.285714285
2024-11-18,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,140309483.14285713
2024-11-18,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,81631267.71428572
2024-11-18,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,4718177.428571428
2024-11-18,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13934206.42857143
2024-11-18,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,3147421.714285714
2024-11-25,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1985607.3333333333
2024-11-25,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,39729210.71428572
2024-11-25,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12600776.166666666
2024-11-25,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,145988511.2857143
2024-11-25,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,495031.71428571426
2024-11-25,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,11641553.714285715
2024-11-25,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,127828573.71428572
2024-11-25,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,77933767.0
2024-11-25,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,6256040.142857143
2024-11-25,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13849298.714285715
2024-11-25,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,4243450.0
2024-12-02,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,2066220.857142857
2024-12-02,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,43088035.85714286
2024-12-02,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,13086119.857142856
2024-12-02,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,105018094.57142857
2024-12-02,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,510956.21428571426
2024-12-02,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,12001606.0
2024-12-02,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,138227344.14285713
2024-12-02,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,53778554.85714286
2024-12-02,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,9018028.285714285
2024-12-02,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,14130425.142857144
2024-12-02,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,4603326.142857143
2024-12-09,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,2063413.2857142857
2024-12-09,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,34100873.0
2024-12-09,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,13067163.285714285
2024-12-09,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,69593114.14285715
2024-12-09,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,511761.64285714284
2024-12-09,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,12381559.142857144
2024-12-09,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,131732535.85714285
2024-12-09,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,33772268.428571425
2024-12-09,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,7950160.571428572
2024-12-09,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,14171456.857142856
2024-12-09,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,2834964.5714285714
2024-12-16,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1986823.5714285714
2024-12-16,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,30702274.714285713
2024-12-16,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,11909011.142857144
2024-12-16,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,72919571.71428572
2024-12-16,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,495600.85714285716
2024-12-16,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,12425042.857142856
2024-12-16,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,133942243.57142857
2024-12-16,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,32213392.57142857
2024-12-16,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,6694449.714285715
2024-12-16,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,14082996.285714285
2024-12-16,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,2575642.285714286
2024-12-23,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1937493.7142857143
2024-12-23,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,33000217.57142857
2024-12-23,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,11613805.857142856
2024-12-23,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,73241371.71428572
2024-12-23,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,486103.14285714284
2024-12-23,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,13141474.57142857
2024-12-23,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,159161399.0
2024-12-23,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,41569236.0
2024-12-23,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,5101368.857142857
2024-12-23,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13713031.19047619
2024-12-23,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,2604836.1428571427
2024-12-30,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1961433.857142857
2024-12-30,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,57968197.0
2024-12-30,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,11754303.857142856
2024-12-30,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,81120018.0
2024-12-30,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,493266.5714285714
2024-12-30,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,13434534.142857144
2024-12-30,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,137552789.85714287
2024-12-30,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,45065663.571428575
2024-12-30,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,7025867.0
2024-12-30,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13850273.666666666
2024-12-30,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,3202539.1428571427
2025-01-06,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1925678.142857143
2025-01-06,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,58417235.14285714
2025-01-06,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,11538587.0
2025-01-06,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,79713947.28571428
2025-01-06,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,481258.0
2025-01-06,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,13449246.42857143
2025-01-06,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,136720116.0
2025-01-06,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,32196587.285714287
2025-01-06,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,6958899.142857143
2025-01-06,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13596223.238095239
2025-01-06,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,3658803.8571428573
2025-01-13,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1914065.4285714286
2025-01-13,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,81260526.85714285
2025-01-13,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,11468649.142857144
2025-01-13,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,78264640.14285715
2025-01-13,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,476331.85714285716
2025-01-13,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,13795576.857142856
2025-01-13,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,136904192.2857143
2025-01-13,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,31795833.285714287
2025-01-13,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,6246574.142857143
2025-01-13,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13657792.80952381
2025-01-13,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,3650699.0
2025-01-20,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1920709.7142857143
2025-01-20,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,65870891.71428572
2025-01-20,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,11499492.142857144
2025-01-20,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,87488986.42857143
2025-01-20,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,476171.9285714286
2025-01-20,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,14303587.142857144
2025-01-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,181408387.42857143
2025-01-20,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,32775804.0
2025-01-20,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,7613280.857142857
2025-01-20,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13885063.095238095
2025-01-20,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,3746702.8571428573
2025-01-27,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1874094.0
2025-01-27,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,55724957.71428572
2025-01-27,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,11206941.142857144
2025-01-27,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,102353642.14285715
2025-01-27,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,461466.4285714286
2025-01-27,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,13773707.857142856
2025-01-27,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,177420074.7142857
2025-01-27,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,32875161.714285713
2025-01-27,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,6928170.428571428
2025-01-27,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,13525225.904761905
2025-01-27,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,4301048.285714285
2025-02-03,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,1742834.2857142857
2025-02-03,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,27854577.0
2025-02-03,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,10408627.142857144
2025-02-03,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,93859963.14285715
2025-02-03,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,426724.35714285716
2025-02-03,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,12728183.857142856
2025-02-03,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,197043647.2857143
2025-02-03,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,50319345.28571428
